ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID909090894,12/27 Marnoo St,3,t,560000.0,22/07/2017,1.0,1.0,158.0,17.0,-37.78893,144.84652
ID128423370,1 Monterey Bvd,3,h,452000.0,3/06/2017,1.0,0.0,624.0,57.0,-38.1187,145.14973
ID773253091,1/35 Holyrood St,3,t,1660000.0,15/07/2017,2.0,2.0,478.0,49.0,-37.93297000000001,144.99771
ID602115922,30 College Pde,4,h,2590000.0,18/03/2017,2.0,2.0,660.0,91.0,-37.8124,145.0361
ID409916798,48a Purtell St,3,t,800000.0,7/05/2016,2.0,1.0,353.0,49.0,-37.9262,145.055
ID577615646,12/412 High St,2,u,680000.0,6/05/2017,2.0,1.0,1106.0,10.0,-37.7679,144.9994
ID281752188,158 Neville St,2,h,1300000.0,8/04/2017,1.0,0.0,132.0,119.0,-37.8527,144.9657
ID809069623,103 Sussex St,2,h,1570000.0,27/11/2016,1.0,1.0,746.0,69.0,-37.7304,144.9496
ID168087755,403/20 Reeves St,2,u,500000.0,14/05/2016,2.0,1.0,0.0,9.0,-37.7929,144.9705
ID299891914,4 Ryan Gr,4,h,1258000.0,27/05/2017,1.0,2.0,769.0,39.0,-37.83998,145.15198
ID605847524,47 Lord St,2,h,1220000.0,10/12/2016,1.0,1.0,80.0,119.0,-37.8213,145.005
ID718849197,373 Waterdale Rd,3,u,676000.0,30/07/2016,1.0,0.0,605.0,69.0,-37.7516,145.0457
ID625626771,88 Monash St,2,h,720000.0,28/05/2016,1.0,2.0,465.0,11.0,-37.7889,144.8362
